"id","District","FIPS","Year","Grade","Measure Type","Variable","Value"
954,"Amistad Academy District",NA,"2011-2012","7","Number","Student Enrollment",84
954,"Amistad Academy District",NA,"2011-2012","8","Number","Student Enrollment",63
954,"Amistad Academy District",NA,"2011-2012","9","Number","Student Enrollment",39
954,"Amistad Academy District",NA,"2011-2012","10","Number","Student Enrollment",28
954,"Amistad Academy District",NA,"2011-2012","11","Number","Student Enrollment",25
954,"Amistad Academy District",NA,"2011-2012","12","Number","Student Enrollment",17
954,"Amistad Academy District",NA,"2011-2012","Total","Number","Student Enrollment",857
1150,"Amistad Academy District",NA,"2012-2013","Pre Kindergarten","Number","Student Enrollment",0
1150,"Amistad Academy District",NA,"2012-2013","Kindergarten","Number","Student Enrollment",93
1150,"Amistad Academy District",NA,"2012-2013","1","Number","Student Enrollment",94
1150,"Amistad Academy District",NA,"2012-2013","2","Number","Student Enrollment",91
1150,"Amistad Academy District",NA,"2012-2013","3","Number","Student Enrollment",86
1150,"Amistad Academy District",NA,"2012-2013","4","Number","Student Enrollment",76
1150,"Amistad Academy District",NA,"2012-2013","5","Number","Student Enrollment",89
1150,"Amistad Academy District",NA,"2012-2013","6","Number","Student Enrollment",90
1150,"Amistad Academy District",NA,"2012-2013","7","Number","Student Enrollment",80
1150,"Amistad Academy District",NA,"2012-2013","8","Number","Student Enrollment",78
1150,"Amistad Academy District",NA,"2012-2013","9","Number","Student Enrollment",47
1150,"Amistad Academy District",NA,"2012-2013","10","Number","Student Enrollment",31
1150,"Amistad Academy District",NA,"2012-2013","11","Number","Student Enrollment",26
1150,"Amistad Academy District",NA,"2012-2013","12","Number","Student Enrollment",23
1150,"Amistad Academy District",NA,"2012-2013","Total","Number","Student Enrollment",904
1349,"Amistad Academy District",NA,"2013-2014","Pre Kindergarten","Number","Student Enrollment",0
1349,"Amistad Academy District",NA,"2013-2014","Kindergarten","Number","Student Enrollment",90
1349,"Amistad Academy District",NA,"2013-2014","1","Number","Student Enrollment",81
1349,"Amistad Academy District",NA,"2013-2014","2","Number","Student Enrollment",92
1349,"Amistad Academy District",NA,"2013-2014","3","Number","Student Enrollment",86
1349,"Amistad Academy District",NA,"2013-2014","4","Number","Student Enrollment",85
1349,"Amistad Academy District",NA,"2013-2014","5","Number","Student Enrollment",100
1349,"Amistad Academy District",NA,"2013-2014","6","Number","Student Enrollment",95
1349,"Amistad Academy District",NA,"2013-2014","7","Number","Student Enrollment",77
1349,"Amistad Academy District",NA,"2013-2014","8","Number","Student Enrollment",76
1349,"Amistad Academy District",NA,"2013-2014","9","Number","Student Enrollment",62
1349,"Amistad Academy District",NA,"2013-2014","10","Number","Student Enrollment",42
1349,"Amistad Academy District",NA,"2013-2014","11","Number","Student Enrollment",26
1349,"Amistad Academy District",NA,"2013-2014","12","Number","Student Enrollment",25
1349,"Amistad Academy District",NA,"2013-2014","Total","Number","Student Enrollment",937
1548,"Amistad Academy District",NA,"2014-2015","Pre Kindergarten","Number","Student Enrollment",0
1548,"Amistad Academy District",NA,"2014-2015","Kindergarten","Number","Student Enrollment",92
1548,"Amistad Academy District",NA,"2014-2015","1","Number","Student Enrollment",93
1548,"Amistad Academy District",NA,"2014-2015","2","Number","Student Enrollment",90
1548,"Amistad Academy District",NA,"2014-2015","3","Number","Student Enrollment",90
1548,"Amistad Academy District",NA,"2014-2015","4","Number","Student Enrollment",79
1548,"Amistad Academy District",NA,"2014-2015","5","Number","Student Enrollment",102
1548,"Amistad Academy District",NA,"2014-2015","6","Number","Student Enrollment",102
1548,"Amistad Academy District",NA,"2014-2015","7","Number","Student Enrollment",81
1548,"Amistad Academy District",NA,"2014-2015","8","Number","Student Enrollment",79
1548,"Amistad Academy District",NA,"2014-2015","9","Number","Student Enrollment",59
1548,"Amistad Academy District",NA,"2014-2015","10","Number","Student Enrollment",57
1548,"Amistad Academy District",NA,"2014-2015","11","Number","Student Enrollment",34
1548,"Amistad Academy District",NA,"2014-2015","12","Number","Student Enrollment",26
1548,"Amistad Academy District",NA,"2014-2015","Total","Number","Student Enrollment",984
1752,"Amistad Academy District",NA,"2015-2016","Pre Kindergarten","Number","Student Enrollment",0
1752,"Amistad Academy District",NA,"2015-2016","Kindergarten","Number","Student Enrollment",93
1752,"Amistad Academy District",NA,"2015-2016","1","Number","Student Enrollment",93
1752,"Amistad Academy District",NA,"2015-2016","2","Number","Student Enrollment",94
1752,"Amistad Academy District",NA,"2015-2016","3","Number","Student Enrollment",91
1752,"Amistad Academy District",NA,"2015-2016","4","Number","Student Enrollment",93
1752,"Amistad Academy District",NA,"2015-2016","5","Number","Student Enrollment",96
1752,"Amistad Academy District",NA,"2015-2016","6","Number","Student Enrollment",96
1752,"Amistad Academy District",NA,"2015-2016","7","Number","Student Enrollment",95
1752,"Amistad Academy District",NA,"2015-2016","8","Number","Student Enrollment",83
1752,"Amistad Academy District",NA,"2015-2016","9","Number","Student Enrollment",67
1752,"Amistad Academy District",NA,"2015-2016","10","Number","Student Enrollment",58
1752,"Amistad Academy District",NA,"2015-2016","11","Number","Student Enrollment",46
1752,"Amistad Academy District",NA,"2015-2016","12","Number","Student Enrollment",31
1752,"Amistad Academy District",NA,"2015-2016","Total","Number","Student Enrollment",1036
1,"Andover School District",NA,"2007-2008","Pre Kindergarten","Number","Student Enrollment",32
1,"Andover School District",NA,"2007-2008","Kindergarten","Number","Student Enrollment",43
1,"Andover School District",NA,"2007-2008","1","Number","Student Enrollment",42
1,"Andover School District",NA,"2007-2008","2","Number","Student Enrollment",39
1,"Andover School District",NA,"2007-2008","3","Number","Student Enrollment",42
1,"Andover School District",NA,"2007-2008","4","Number","Student Enrollment",51
1,"Andover School District",NA,"2007-2008","5","Number","Student Enrollment",46
1,"Andover School District",NA,"2007-2008","6","Number","Student Enrollment",52
1,"Andover School District",NA,"2007-2008","7","Number","Student Enrollment",0
1,"Andover School District",NA,"2007-2008","8","Number","Student Enrollment",0
1,"Andover School District",NA,"2007-2008","9","Number","Student Enrollment",0
1,"Andover School District",NA,"2007-2008","10","Number","Student Enrollment",0
1,"Andover School District",NA,"2007-2008","11","Number","Student Enrollment",0
1,"Andover School District",NA,"2007-2008","12","Number","Student Enrollment",0
1,"Andover School District",NA,"2007-2008","Total","Number","Student Enrollment",347
197,"Andover School District",NA,"2008-2009","Pre Kindergarten","Number","Student Enrollment",32
197,"Andover School District",NA,"2008-2009","Kindergarten","Number","Student Enrollment",42
197,"Andover School District",NA,"2008-2009","1","Number","Student Enrollment",46
197,"Andover School District",NA,"2008-2009","2","Number","Student Enrollment",35
197,"Andover School District",NA,"2008-2009","3","Number","Student Enrollment",42
197,"Andover School District",NA,"2008-2009","4","Number","Student Enrollment",42
197,"Andover School District",NA,"2008-2009","5","Number","Student Enrollment",50
197,"Andover School District",NA,"2008-2009","6","Number","Student Enrollment",45
197,"Andover School District",NA,"2008-2009","7","Number","Student Enrollment",0
197,"Andover School District",NA,"2008-2009","8","Number","Student Enrollment",0
197,"Andover School District",NA,"2008-2009","9","Number","Student Enrollment",0
197,"Andover School District",NA,"2008-2009","10","Number","Student Enrollment",0
197,"Andover School District",NA,"2008-2009","11","Number","Student Enrollment",0
197,"Andover School District",NA,"2008-2009","12","Number","Student Enrollment",0
197,"Andover School District",NA,"2008-2009","Total","Number","Student Enrollment",334
395,"Andover School District",NA,"2009-2010","Pre Kindergarten","Number","Student Enrollment",30
395,"Andover School District",NA,"2009-2010","Kindergarten","Number","Student Enrollment",45
395,"Andover School District",NA,"2009-2010","1","Number","Student Enrollment",41
395,"Andover School District",NA,"2009-2010","2","Number","Student Enrollment",51
395,"Andover School District",NA,"2009-2010","3","Number","Student Enrollment",34
395,"Andover School District",NA,"2009-2010","4","Number","Student Enrollment",40
395,"Andover School District",NA,"2009-2010","5","Number","Student Enrollment",47
395,"Andover School District",NA,"2009-2010","6","Number","Student Enrollment",48
395,"Andover School District",NA,"2009-2010","7","Number","Student Enrollment",0
395,"Andover School District",NA,"2009-2010","8","Number","Student Enrollment",0
395,"Andover School District",NA,"2009-2010","9","Number","Student Enrollment",0
395,"Andover School District",NA,"2009-2010","10","Number","Student Enrollment",0
395,"Andover School District",NA,"2009-2010","11","Number","Student Enrollment",0
395,"Andover School District",NA,"2009-2010","12","Number","Student Enrollment",0
395,"Andover School District",NA,"2009-2010","Total","Number","Student Enrollment",336
593,"Andover School District",NA,"2010-2011","Pre Kindergarten","Number","Student Enrollment",33
593,"Andover School District",NA,"2010-2011","Kindergarten","Number","Student Enrollment",42
593,"Andover School District",NA,"2010-2011","1","Number","Student Enrollment",46
593,"Andover School District",NA,"2010-2011","2","Number","Student Enrollment",43
593,"Andover School District",NA,"2010-2011","3","Number","Student Enrollment",49
593,"Andover School District",NA,"2010-2011","4","Number","Student Enrollment",35
593,"Andover School District",NA,"2010-2011","5","Number","Student Enrollment",38
593,"Andover School District",NA,"2010-2011","6","Number","Student Enrollment",48
593,"Andover School District",NA,"2010-2011","7","Number","Student Enrollment",0
593,"Andover School District",NA,"2010-2011","8","Number","Student Enrollment",0
593,"Andover School District",NA,"2010-2011","9","Number","Student Enrollment",0
593,"Andover School District",NA,"2010-2011","10","Number","Student Enrollment",0
593,"Andover School District",NA,"2010-2011","11","Number","Student Enrollment",0
593,"Andover School District",NA,"2010-2011","12","Number","Student Enrollment",0
593,"Andover School District",NA,"2010-2011","Total","Number","Student Enrollment",334
791,"Andover School District",NA,"2011-2012","Pre Kindergarten","Number","Student Enrollment",28
791,"Andover School District",NA,"2011-2012","Kindergarten","Number","Student Enrollment",35
791,"Andover School District",NA,"2011-2012","1","Number","Student Enrollment",43
791,"Andover School District",NA,"2011-2012","2","Number","Student Enrollment",45
791,"Andover School District",NA,"2011-2012","3","Number","Student Enrollment",41
791,"Andover School District",NA,"2011-2012","4","Number","Student Enrollment",50
791,"Andover School District",NA,"2011-2012","5","Number","Student Enrollment",33
791,"Andover School District",NA,"2011-2012","6","Number","Student Enrollment",39
791,"Andover School District",NA,"2011-2012","7","Number","Student Enrollment",0
791,"Andover School District",NA,"2011-2012","8","Number","Student Enrollment",0
791,"Andover School District",NA,"2011-2012","9","Number","Student Enrollment",0
791,"Andover School District",NA,"2011-2012","10","Number","Student Enrollment",0
791,"Andover School District",NA,"2011-2012","11","Number","Student Enrollment",0
791,"Andover School District",NA,"2011-2012","12","Number","Student Enrollment",0
791,"Andover School District",NA,"2011-2012","Total","Number","Student Enrollment",314
988,"Andover School District",NA,"2012-2013","Pre Kindergarten","Number","Student Enrollment",30
988,"Andover School District",NA,"2012-2013","Kindergarten","Number","Student Enrollment",28
988,"Andover School District",NA,"2012-2013","1","Number","Student Enrollment",39
